"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 07 00:01:26 GMT 2025","Tue Jan 07 00:01:27 GMT 2025","1310","chromium","example.test.ts","","","","get started link",""
"passed","Tue Jan 07 00:01:26 GMT 2025","Tue Jan 07 00:01:27 GMT 2025","995","chromium","example.test.ts","","","","has title",""
