"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 07 03:14:17 GMT 2025","Tue Jan 07 03:14:20 GMT 2025","2415","chromium","example.test.ts","","","","has title",""
"passed","Tue Jan 07 03:14:17 GMT 2025","Tue Jan 07 03:14:20 GMT 2025","2835","chromium","example.test.ts","","","","get started link",""
