"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 07 03:47:11 GMT 2025","Tue Jan 07 03:47:12 GMT 2025","979","chromium","example.test.ts","","","","has title",""
"passed","Tue Jan 07 03:47:11 GMT 2025","Tue Jan 07 03:47:12 GMT 2025","1211","chromium","example.test.ts","","","","get started link",""
