"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 07 04:05:53 GMT 2025","Tue Jan 07 04:05:54 GMT 2025","898","chromium","example.test.ts","","","","has title",""
"passed","Tue Jan 07 04:05:53 GMT 2025","Tue Jan 07 04:05:54 GMT 2025","1165","chromium","example.test.ts","","","","get started link",""
