"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 10 06:27:44 GMT 2024","Tue Dec 10 06:27:47 GMT 2024","2599","chromium","example.test.ts","","","","has title",""
"passed","Tue Dec 10 06:27:44 GMT 2024","Tue Dec 10 06:27:47 GMT 2024","2750","chromium","example.test.ts","","","","get started link",""
